Date,Away,AwayPts,Home,HomePts,Diff
2023-12-30,Virginia Tech,63,Wake Forest,86,-23
2023-11-06,Bellarmine,57,Washington,91,-34
2023-11-09,Northern Kentucky,67,Washington,75,-8
2023-11-12,Nevada,83,Washington,76,7
2023-11-17,Xavier,71,Washington,74,-3
2023-11-19,San Diego St.,100,Washington,97,3
2023-11-28,UC San Diego,56,Washington,83,-27
2023-12-02,Colorado St.,86,Washington,81,5
2023-12-05,Montana St.,61,Washington,85,-24
2023-12-09,Gonzaga,73,Washington,78,-5
2023-12-21,Eastern Washington,66,Washington,73,-7
2023-11-06,Idaho,59,Washington St.,84,-25
2023-11-10,Prairie View A&M,65,Washington St.,83,-18
2023-11-18,Mississippi St.,76,Washington St.,64,12
2023-11-24,Utah Tech,53,Washington St.,93,-40
2023-11-27,Eastern Washington,72,Washington St.,82,-10
2023-12-02,Portland St.,61,Washington St.,71,-10
2023-12-06,UC Riverside,49,Washington St.,86,-37
2023-12-10,Grambling St.,65,Washington St.,83,-18
2023-12-16,Santa Clara,69,Washington St.,61,8
2023-12-21,Boise St.,61,Washington St.,66,-5
2023-11-07,Benedictine Mesa,62,Weber St.,96,-34
2023-11-17,Gardner Webb,62,Weber St.,61,1
2023-11-19,Colgate,57,Weber St.,55,2
2023-11-27,Navajo Tech,45,Weber St.,107,-62
2023-12-09,Cal Poly,50,Weber St.,78,-28
2023-12-21,Park Gilbert,39,Weber St.,90,-51
2023-12-28,Montana,63,Weber St.,93,-30
2023-12-30,Montana St.,64,Weber St.,86,-22
2023-11-06,Missouri St.,59,West Virginia,67,-8
2023-11-10,Monmouth,73,West Virginia,65,8
2023-11-14,Jacksonville St.,57,West Virginia,70,-13
2023-11-22,Virginia,56,West Virginia,54,2
2023-11-26,Bellarmine,58,West Virginia,62,-4
2023-12-01,St. John's,79,West Virginia,73,6
2023-12-06,Pittsburgh,80,West Virginia,63,17
2023-12-09,Drexel,60,West Virginia,66,-6
2023-12-20,Radford,66,West Virginia,65,1
2023-12-23,Toledo,81,West Virginia,91,-10
2023-11-07,Dalton St.,65,Western Carolina,106,-41
2023-11-18,McNeese St.,74,Western Carolina,76,-2
2023-11-26,North Alabama,63,Western Carolina,81,-18
2023-12-09,UNC Asheville,63,Western Carolina,78,-15
2023-12-21,Brescia,47,Western Carolina,85,-38
2023-12-30,King,62,Western Carolina,90,-28
2023-11-12,St. Ambrose,59,Western Illinois,94,-35
2023-11-17,Southern,80,Western Illinois,88,-8
2023-11-30,Hannibal LaGrange,40,Western Illinois,92,-52
2023-12-03,South Dakota,70,Western Illinois,68,2
2023-12-06,Coe,58,Western Illinois,80,-22
2023-12-18,Eureka,56,Western Illinois,92,-36
2023-11-06,Kentucky Wesleyan,64,Western Kentucky,90,-26
2023-11-18,Kentucky St.,75,Western Kentucky,95,-20
2023-11-25,Canisius,85,Western Kentucky,77,8
2023-11-29,Campbellsville,77,Western Kentucky,101,-24
2023-12-03,Eastern Kentucky,69,Western Kentucky,79,-10
2023-12-16,Austin Peay,64,Western Kentucky,65,-1
2023-12-30,Abilene Christian,84,Western Kentucky,86,-2
2023-11-06,North Dakota St.,80,Western Michigan,76,4
2023-11-11,Georgia St.,77,Western Michigan,70,7
2023-11-24,Southeastern Louisiana,67,Western Michigan,68,-1
2023-11-25,Mercer,66,Western Michigan,72,-6
2023-12-01,St. Thomas,66,Western Michigan,51,15
2023-12-09,Youngstown St.,72,Western Michigan,68,4
2023-12-29,Aquinas,71,Western Michigan,127,-56
2023-11-06,Lipscomb,59,Wichita St.,76,-17
2023-11-09,Western Kentucky,61,Wichita St.,71,-10
2023-11-12,Friends,65,Wichita St.,95,-30
2023-11-19,Saint Louis,69,Wichita St.,88,-19
2023-11-25,Norfolk St.,67,Wichita St.,80,-13
2023-11-29,Richmond,68,Wichita St.,80,-12
2023-12-09,South Dakota St.,79,Wichita St.,69,10
2023-12-16,Southern Illinois,68,Wichita St.,69,-1
2023-11-06,Regent,29,William & Mary,84,-55
2023-11-09,American,56,William & Mary,75,-19
2023-11-19,Lindenwood,71,William & Mary,60,11
2023-11-25,UMBC,81,William & Mary,96,-15
2023-12-06,Old Dominion,79,William & Mary,84,-5
2023-12-10,Virginia Lynchburg,50,William & Mary,99,-49
2023-11-08,Brevard,44,Winthrop,98,-54
2023-11-11,Drexel,74,Winthrop,72,2
2023-11-17,Holy Cross,51,Winthrop,89,-38
2023-11-18,IUPUI,61,Winthrop,74,-13
2023-11-19,Elon,70,Winthrop,78,-8
2023-11-28,Bob Jones,49,Winthrop,90,-41
2023-12-05,Queens,82,Winthrop,88,-6
2023-12-29,Toccoa Falls,62,Winthrop,113,-51
2023-11-06,Arkansas St.,76,Wisconsin,105,-29
2023-11-10,Tennessee,80,Wisconsin,70,10
2023-11-17,Robert Morris,68,Wisconsin,78,-10
2023-11-27,Western Illinois,49,Wisconsin,71,-22
2023-12-02,Marquette,64,Wisconsin,75,-11
2023-12-14,Jacksonville St.,60,Wisconsin,75,-15
2023-12-22,Chicago St.,53,Wisconsin,80,-27
2023-11-06,Brevard,68,Wofford,85,-17
2023-11-11,High Point,98,Wofford,99,-1
2023-11-24,Canisius,76,Wofford,67,9
2023-11-26,Lipscomb,85,Wofford,78,7
2023-12-17,Kentucky Christian,54,Wofford,105,-51
2023-12-29,Southern Wesleyan,55,Wofford,75,-20
2023-11-14,Toledo,78,Wright St.,77,1
2023-11-20,Louisiana,85,Wright St.,91,-6
2023-11-22,Illinois St.,49,Wright St.,74,-25
2023-11-29,IUPUI,74,Wright St.,103,-29
2023-12-07,Bethel IN,62,Wright St.,81,-19
2023-12-12,Western Kentucky,91,Wright St.,84,7
2023-12-19,Miami OH,82,Wright St.,92,-10
2023-12-22,Muskingum,54,Wright St.,101,-47
2023-11-07,Northern New Mexico,56,Wyoming,104,-48
2023-11-11,Cal Poly,66,Wyoming,80,-14
2023-11-16,Saint Louis,79,Wyoming,69,10
2023-11-17,Charleston,60,Wyoming,67,-7
2023-12-05,South Dakota Mines,59,Wyoming,80,-21
2023-12-09,Stephen F. Austin,70,Wyoming,78,-8
2023-12-16,Weber St.,84,Wyoming,71,13
2023-12-20,South Dakota St.,65,Wyoming,78,-13
2023-11-06,Robert Morris,63,Xavier,77,-14
2023-11-10,Jacksonville,56,Xavier,79,-23
2023-11-19,Saint Mary's,49,Xavier,66,-17
2023-11-24,Bryant,75,Xavier,100,-25
2023-11-27,Oakland,78,Xavier,76,2
2023-12-01,Houston,66,Xavier,60,6
2023-12-05,Delaware,87,Xavier,80,7
2023-12-09,Cincinnati,79,Xavier,84,-5
2023-12-16,Winthrop,59,Xavier,75,-16
2023-12-23,Seton Hall,54,Xavier,74,-20
2023-11-06,Vassar,53,Yale,102,-49
2023-11-17,Colgate,50,Yale,68,-18
2023-11-18,Weber St.,75,Yale,65,10
2023-11-29,Stony Brook,71,Yale,79,-8
2023-12-06,Fairfield,75,Yale,71,4
2023-12-08,Colby Sawyer,36,Yale,95,-59
2023-11-13,Ohio Christian,71,Youngstown St.,99,-28
2023-11-17,Utah Tech,68,Youngstown St.,75,-7
2023-11-19,Lake Erie,57,Youngstown St.,79,-22
2023-11-29,Cleveland St.,69,Youngstown St.,94,-25
2023-12-14,Bethany WV,70,Youngstown St.,107,-37
2023-12-18,Westminster PA,45,Youngstown St.,117,-72
2023-12-21,Navy,65,Youngstown St.,75,-10
2023-12-31,Oakland,88,Youngstown St.,81,7
